7.34673 46.92406 661.60
7.34935 46.92406 661.61
7.35198 46.92406 661.62
7.35461 46.92407 661.63
7.35723 46.92407 661.64
7.35986 46.92407 661.65
7.36248 46.92407 661.66
7.36511 46.92407 661.67
7.36773 46.92408 661.68
7.37036 46.92408 661.69
7.37299 46.92408 661.70
7.37561 46.92408 661.71
7.37824 46.92408 661.72
7.38086 46.92408 661.73
7.38349 46.92408 661.74
7.38612 46.92409 661.75
7.38874 46.92409 661.76
7.39137 46.92409 661.77
7.39399 46.92409 661.78
7.39662 46.92409 661.79
7.39925 46.92409 661.80
7.40187 46.92409 661.81
7.40450 46.92409 661.82
7.40712 46.92409 661.83
7.40975 46.92409 661.84
7.41237 46.92409 661.85
7.41500 46.92410 661.86
7.41763 46.92410 661.87
7.42025 46.92410 661.88
7.42288 46.92410 661.89
7.42550 46.92410 661.90
7.42813 46.92410 661.91
7.43076 46.92410 661.92
7.43338 46.92410 661.93
7.43601 46.92410 661.94
7.43863 46.92410 661.95
7.44126 46.92410 661.96
7.44389 46.92410 661.97
7.44651 46.92410 661.98
7.44914 46.92410 661.99
7.45176 46.92410 661.100
7.34673 46.92226 661.101
7.34936 46.92226 661.102
7.35198 46.92227 661.103
7.35461 46.92227 661.104
7.35723 46.92227 661.105
7.35986 46.92227 661.106
7.36249 46.92227 661.107
7.36511 46.92227 661.108
7.36774 46.92228 661.109
7.37036 46.92228 661.110
7.37299 46.92228 661.111
7.37561 46.92228 661.112
7.37824 46.92228 661.113
7.38087 46.92228 661.114
7.38349 46.92229 661.115
7.38612 46.92229 661.116
7.38874 46.92229 661.117
7.39137 46.92229 661.118
7.39399 46.92229 661.119
7.39662 46.92229 661.120
7.39925 46.92229 661.121
7.40187 46.92229 661.122
7.40450 46.92229 661.123
7.40712 46.92229 661.124
7.40975 46.92229 661.125
7.41238 46.92230 661.126
7.41500 46.92230 661.127
7.41763 46.92230 661.128
7.42025 46.92230 661.129
7.42288 46.92230 661.130
7.42550 46.92230 661.131
7.42813 46.92230 661.132
7.43076 46.92230 661.133
7.43338 46.92230 661.134
7.43601 46.92230 661.135
7.43863 46.92230 661.136
7.44126 46.92230 661.137
7.44389 46.92230 661.138
7.44651 46.92230 661.139
7.44914 46.92230 661.140
7.45176 46.92230 661.141
7.34673 46.92046 661.142
7.34936 46.92046 661.143
7.35198 46.92047 661.144
7.35461 46.92047 661.145
7.35724 46.92047 661.146
7.35986 46.92047 661.147
7.36249 46.92047 661.148
7.36511 46.92048 661.149
7.36774 46.92048 661.150
7.37037 46.92048 661.151
7.37299 46.92048 661.152
7.37562 46.92048 661.153
7.37824 46.92048 661.154
7.38087 46.92048 661.155
7.38349 46.92049 661.156
7.38612 46.92049 661.157
7.38874 46.92049 661.158
7.39137 46.92049 661.159
7.39400 46.92049 661.160
7.39662 46.92049 661.161
7.39925 46.92049 661.162
7.40187 46.92049 661.163
7.40450 46.92049 661.164
7.40712 46.92050 661.165
7.40975 46.92050 661.166
7.41238 46.92050 661.167
7.41500 46.92050 661.168
7.41763 46.92050 661.169
7.42025 46.92050 661.170
7.42288 46.92050 661.171
7.42550 46.92050 661.172
7.42813 46.92050 661.173
7.43076 46.92050 661.174
7.43338 46.92050 661.175
7.43601 46.92050 661.176
7.43863 46.92050 661.177
7.44126 46.92050 661.178
7.44388 46.92050 661.179
7.44651 46.92050 661.180
7.44914 46.92050 661.181
7.45176 46.92050 661.182
7.34674 46.91866 661.183
7.34936 46.91867 661.184
7.35199 46.91867 661.185
7.35461 46.91867 661.186
7.35724 46.91867 661.187
7.35986 46.91867 661.188
7.36249 46.91867 661.189
7.36512 46.91868 661.190
7.36774 46.91868 661.191
7.37037 46.91868 661.192
7.37299 46.91868 661.193
7.37562 46.91868 661.194
7.37824 46.91868 661.195
7.38087 46.91869 661.196
7.38350 46.91869 661.197
7.38612 46.91869 661.198
7.38875 46.91869 661.199
7.39137 46.91869 661.200
7.39400 46.91869 661.201
7.39662 46.91869 661.202
7.39925 46.91869 661.203
7.40187 46.91869 661.204
7.40450 46.91870 661.205
7.40713 46.91870 661.206
7.40975 46.91870 661.207
7.41238 46.91870 661.208
7.41500 46.91870 661.209
7.41763 46.91870 661.210
7.42025 46.91870 661.211
7.42288 46.91870 661.212
7.42551 46.91870 661.213
7.42813 46.91870 675.20
7.43076 46.91870 708.00
7.43338 46.91870 762.00
7.43601 46.91870 831.30
7.43863 46.91870 841.70
