7.3467,46.9241,661.60
7.3494,46.9241,661.61
7.3520,46.9241,661.62
7.3546,46.9241,661.63
7.3572,46.9241,661.64
7.3599,46.9241,661.65
7.3625,46.9241,661.66
7.3651,46.9241,661.67
7.3677,46.9241,661.68
7.3704,46.9241,661.69
7.3730,46.9241,661.70
7.3756,46.9241,661.71
7.3782,46.9241,661.72
7.3809,46.9241,661.73
7.3835,46.9241,661.74
7.3861,46.9241,661.75
7.3887,46.9241,661.76
7.3914,46.9241,661.77
7.3940,46.9241,661.78
7.3966,46.9241,661.79
7.3992,46.9241,661.80
7.4019,46.9241,661.81
7.4045,46.9241,661.82
7.4071,46.9241,661.83
7.4097,46.9241,661.84
7.4124,46.9241,661.85
7.4150,46.9241,661.86
7.4176,46.9241,661.87
7.4203,46.9241,661.88
7.4229,46.9241,661.89
7.4255,46.9241,661.90
7.4281,46.9241,661.91
7.4308,46.9241,661.92
7.4334,46.9241,661.93
7.4360,46.9241,661.94
7.4386,46.9241,661.95
7.4413,46.9241,661.96
7.4439,46.9241,661.97
7.4465,46.9241,661.98
7.4491,46.9241,661.99
7.4518,46.9241,661.100
7.3467,46.9223,661.101
7.3494,46.9223,661.102
7.3520,46.9223,661.103
7.3546,46.9223,661.104
7.3572,46.9223,661.105
7.3599,46.9223,661.106
7.3625,46.9223,661.107
7.3651,46.9223,661.108
7.3677,46.9223,661.109
7.3704,46.9223,661.110
7.3730,46.9223,661.111
7.3756,46.9223,661.112
7.3782,46.9223,661.113
7.3809,46.9223,661.114
7.3835,46.9223,661.115
7.3861,46.9223,661.116
7.3887,46.9223,661.117
7.3914,46.9223,661.118
7.3940,46.9223,661.119
7.3966,46.9223,661.120
7.3992,46.9223,661.121
7.4019,46.9223,661.122
7.4045,46.9223,661.123
7.4071,46.9223,661.124
7.4097,46.9223,661.125
7.4124,46.9223,661.126
7.4150,46.9223,661.127
7.4176,46.9223,661.128
7.4203,46.9223,661.129
7.4229,46.9223,661.130
7.4255,46.9223,661.131
7.4281,46.9223,661.132
7.4308,46.9223,661.133
7.4334,46.9223,661.134
7.4360,46.9223,661.135
7.4386,46.9223,661.136
7.4413,46.9223,661.137
7.4439,46.9223,661.138
7.4465,46.9223,661.139
7.4491,46.9223,661.140
7.4518,46.9223,661.141
7.3467,46.9205,661.142
7.3494,46.9205,661.143
7.3520,46.9205,661.144
7.3546,46.9205,661.145
7.3572,46.9205,661.146
7.3599,46.9205,661.147
7.3625,46.9205,661.148
7.3651,46.9205,661.149
7.3677,46.9205,661.150
7.3704,46.9205,661.151
7.3730,46.9205,661.152
7.3756,46.9205,661.153
7.3782,46.9205,661.154
7.3809,46.9205,661.155
7.3835,46.9205,661.156
7.3861,46.9205,661.157
7.3887,46.9205,661.158
7.3914,46.9205,661.159
7.3940,46.9205,661.160
7.3966,46.9205,661.161
7.3992,46.9205,661.162
7.4019,46.9205,661.163
7.4045,46.9205,661.164
7.4071,46.9205,661.165
7.4098,46.9205,661.166
7.4124,46.9205,661.167
7.4150,46.9205,661.168
7.4176,46.9205,661.169
7.4203,46.9205,661.170
7.4229,46.9205,661.171
7.4255,46.9205,661.172
7.4281,46.9205,661.173
7.4308,46.9205,661.174
7.4334,46.9205,661.175
7.4360,46.9205,661.176
7.4386,46.9205,661.177
7.4413,46.9205,661.178
7.4439,46.9205,661.179
7.4465,46.9205,661.180
7.4491,46.9205,661.181
7.4518,46.9205,661.182
7.3467,46.9187,661.183
7.3494,46.9187,661.184
7.3520,46.9187,661.185
7.3546,46.9187,661.186
7.3572,46.9187,661.187
7.3599,46.9187,661.188
7.3625,46.9187,661.189
7.3651,46.9187,661.190
7.3677,46.9187,661.191
7.3704,46.9187,661.192
7.3730,46.9187,661.193
7.3756,46.9187,661.194
7.3782,46.9187,661.195
7.3809,46.9187,661.196
7.3835,46.9187,661.197
7.3861,46.9187,661.198
7.3887,46.9187,661.199
7.3914,46.9187,661.200
7.3940,46.9187,661.201
7.3966,46.9187,661.202
7.3992,46.9187,661.203
7.4019,46.9187,661.204
7.4045,46.9187,661.205
7.4071,46.9187,661.206
7.4098,46.9187,661.207
7.4124,46.9187,661.208
7.4150,46.9187,661.209
7.4176,46.9187,661.210
7.4203,46.9187,661.211
7.4229,46.9187,661.212
7.4255,46.9187,661.213
7.4281,46.9187,675.20
7.4308,46.9187,708.00
7.4334,46.9187,762.00
7.4360,46.9187,831.30
7.4386,46.9187,841.70
7.4413,46.9187,842.10
7.4439,46.9187,834.30
7.4465,46.9187,812.20
7.4491,46.9187,788.90
7.4518,46.9187,735.90
7.3467,46.9169,647.20
7.3494,46.9169,646.50
7.3520,46.9169,638.80
7.3546,46.9169,642.00
7.3572,46.9169,640.30
7.3599,46.9169,594.10
7.3625,46.9169,574.40
7.3651,46.9169,581.30
7.3677,46.9169,608.20
7.3704,46.9169,640.00
7.3730,46.9169,650.10
7.3756,46.9169,660.40
7.3782,46.9169,666.60
7.3809,46.9169,674.00
7.3835,46.9169,672.60
7.3861,46.9169,671.20
7.3887,46.9169,667.30
7.3914,46.9169,659.40
7.3940,46.9169,650.30
7.3966,46.9169,624.30
7.3993,46.9169,603.20
7.4019,46.9169,592.40
7.4045,46.9169,596.20
7.4071,46.9169,605.70
7.4098,46.9169,625.80
7.4124,46.9169,625.60
7.4150,46.9169,631.90
7.4176,46.9169,621.90
7.4203,46.9169,603.40
